08/10,Belgium,Bashir ABDI,Athletics,Men's Marathon,2,X 1
08/10,Uzbekistan,Svetlana OSIPOVA,Taekwondo,Women +67kg,2,X 1
08/10,France,DANY DANN,Breaking,B-Boys,2,X 1
08/10,Czechia,Josef DOSTAL,Canoe Sprint,Men's Kayak Single 1000m,1,X 1
08/10,Kyrgyzstan,Munarbek SEIITBEK UULU,Boxing,Men's 57kg,2,X 1
08/10,Norway,Grace Jacob BULLEN,Wrestling,Women's Freestyle 62kg,3,X 1
08/10,Norway,Solfrid Eila Amena KOANDA,Weightlifting,Women's 81kg,1,X 1
08/10,New Zealand,Lisa CARRINGTON,Canoe Sprint,Women's Kayak Single 500m,1,X 1
08/10,Hungary,Adam VARGA,Canoe Sprint,Men's Kayak Single 1000m,2,X 1
08/10,Turkey,Taha AKGUL,Wrestling,Men's Freestyle 125kg,3,X 1
08/10,Azerbaijan,Giorgi MESHVILDISHVILI,Wrestling,Men's Freestyle 125kg,3,X 1
08/10,United States,Brooke RABOUTOU,Sport Climbing,Women's Boulder & Lead,2,X 1
08/10,Hungary,Balint KOPASZ,Canoe Sprint,Men's Kayak Single 1000m,3,X 1
08/10,Individual Neutral Athletes,Yauheni TSIKHANTSOU,Weightlifting,Men's 102kg,3,X 1
08/10,Poland,Julia SZEREMETA,Boxing,Women's 57kg,2,X 1
08/10,Hungary,Tamara CSIPES,Canoe Sprint,Women's Kayak Single 500m,2,X 1
08/10,South Africa,Jo-Ane van DYK,Athletics,Women's Javelin Throw,2,X 1
08/10,Turkey,Nafia KUS AYDIN,Taekwondo,Women +67kg,3,X 1
08/10,Qatar,Mutaz Essa BARSHIM,Athletics,Men's High Jump,3,X 1
08/10,Cuba,Yarisleidis CIRILO DUBOYS,Canoe Sprint,Women's Canoe Single 200m,3,X 1
08/10,United States,Nevin HARRISON,Canoe Sprint,Women's Canoe Single 200m,2,X 1
08/10,United States,Kyle Douglas DAKE,Wrestling,Men's Freestyle 74kg,3,X 1
08/10,United States,VICTOR,Breaking,B-Boys,3,X 1
08/10,Slovenia,Janja GARNBRET,Sport Climbing,Women's Boulder & Lead,1,X 1
08/10,Uzbekistan,Razambek Salambekovitch JAMALOV,Wrestling,Men's Freestyle 74kg,1,X 1
08/10,Great Britain,Georgia BELL,Athletics,Women's 1500m,3,X 1
08/10,Canada,PHIL WIZARD,Breaking,B-Boys,1,X 1
08/10,Austria,Jessica PILZ,Sport Climbing,Women's Boulder & Lead,3,X 1
08/10,Uzbekistan,Bakhodir JALOLOV,Boxing,Men's +92kg,1,X 1
08/10,United States,Masai RUSSELL,Athletics,Women's 100m Hurdles,1,X 1
08/10,Uzbekistan,Abdumalik KHALOKOV,Boxing,Men's 57kg,1,X 1
08/10,United States,Grant FISHER,Athletics,Men's 5000m,3,X 1
08/10,Albania,Chermen VALIEV,Wrestling,Men's Freestyle 74kg,3,X 1
08/10,Georgia,Geno PETRIASHVILI,Wrestling,Men's Freestyle 125kg,1,X 1
08/10,Italy,Giorgio MALAN,Modern Pentathlon,Men's Individual,3,X 1
08/10,Kenya,Ronald KWEMOI,Athletics,Men's 5000m,2,X 1
08/10,Algeria,Djamel SEDJATI,Athletics,Men's 800m,3,X 1
08/10,Georgia,Lasha TALAKHADZE,Weightlifting,Men's +102kg,1,X 1
08/10,Canada,Katie VINCENT,Canoe Sprint,Women's Canoe Single 200m,1,X 1
08/10,Uzbekistan,Akbar DJURAEV,Weightlifting,Men's 102kg,2,X 1
08/10,United States,Shelby McEWEN,Athletics,Men's High Jump,2,X 1
08/10,Panama,Atheyna Bibeichi BYLON,Boxing,Women's 75kg,2,X 1
08/10,Cote d'Ivoire,Cheick Sallah CISSE,Taekwondo,Men +80kg,3,X 1
08/10,Armenia,Varazdat LALAYAN,Weightlifting,Men's +102kg,2,X 1
08/10,IR Iran,Amir Hossein ZARE,Wrestling,Men's Freestyle 125kg,2,X 1
08/10,Bahrain,Gor MINASYAN,Weightlifting,Men's +102kg,3,X 1
08/10,Canada,Marco AROP,Athletics,Men's 800m,2,X 1
08/10,Puerto Rico,Jasmine CAMACHO-QUINN,Athletics,Women's 100m Hurdles,3,X 1
08/10,China,LIU Huanhua,Weightlifting,Men's 102kg,1,X 1
08/10,China,LIN Xiyu Janet,Golf,Women's Individual Stroke Play,3,X 1
08/10,IR Iran,Arian SALIMI,Taekwondo,Men +80kg,1,X 1
08/11,Netherlands,Harrie LAVREYSEN,Cycling Track,Men's Keirin,1,X 1
08/11,IR Iran,Rahman AMOUZADKHALILI,Wrestling,Men's Freestyle 65kg,2,X 1
08/11,France,Elodie CLOUVEL,Modern Pentathlon,Women's Individual,2,X 1
08/11,Georgia,Givi MATCHARASHVILI,Wrestling,Men's Freestyle 97kg,2,X 1
08/11,Puerto Rico,Sebastian C RIVERA,Wrestling,Men's Freestyle 65kg,3,X 1
08/11,Ethiopia,Tigst ASSEFA,Athletics,Women's Marathon,2,X 1
08/11,Azerbaijan,Magomedkhan MAGOMEDOV,Wrestling,Men's Freestyle 97kg,3,X 1
08/11,Albania,Islam DUDAEV,Wrestling,Men's Freestyle 65kg,3,X 1
08/11,Great Britain,Emma FINUCANE,Cycling Track,Women's Sprint,3,X 1
08/11,Colombia,Tatiana RENTERIA RENTERIA,Wrestling,Women's Freestyle 76kg,3,X 1
08/11,United States,Kennedy Alexis BLADES,Wrestling,Women's Freestyle 76kg,2,X 1
08/11,China,LI Wenwen,Weightlifting,Women's +81kg,1,X 1
08/11,United States,Jennifer VALENTE,Cycling Track,Women's Omnium,1,X 1
08/11,Cuba,Milaimy de la Carid. MARIN POTRILLE,Wrestling,Women's Freestyle 76kg,3,X 1
08/11,Poland,Daria PIKULIK,Cycling Track,Women's Omnium,2,X 1
08/11,South Korea,SEONG Seungmin,Modern Pentathlon,Women's Individual,3,X 1
08/11,New Zealand,Ally WOLLASTON,Cycling Track,Women's Omnium,3,X 1
08/11,New Zealand,Ellesse ANDREWS,Cycling Track,Women's Sprint,1,X 1
08/11,Australia,Matthew RICHARDSON,Cycling Track,Men's Keirin,2,X 1
08/11,Australia,Matthew GLAETZER,Cycling Track,Men's Keirin,3,X 1
08/11,Germany,Lea FRIEDRICH,Cycling Track,Women's Sprint,2,X 1
08/11,Japan,KAGAMI Yuka,Wrestling,Women's Freestyle 76kg,1,X 1
08/11,Kenya,Hellen OBIRI,Athletics,Women's Marathon,3,X 1
08/11,IR Iran,Amirali AZARPIRA,Wrestling,Men's Freestyle 97kg,3,X 1
08/11,Netherlands,Sifan HASSAN,Athletics,Women's Marathon,1,X 1
08/11,Japan,KIYOOKA Kotaro,Wrestling,Men's Freestyle 65kg,1,X 1
08/11,Great Britain,Emily CAMPBELL,Weightlifting,Women's +81kg,3,X 1
08/11,South Korea,PARK Hyejeong,Weightlifting,Women's +81kg,2,X 1
08/11,Bahrain,Akhmed TAZHUDINOV,Wrestling,Men's Freestyle 97kg,1,X 1
08/11,Hungary,Michelle GULYAS,Modern Pentathlon,Women's Individual,1,X 1
07/27,Great Britain,Team,Diving,Women's Synchronised 3m Springboard,3,X 2
07/27,United States,Team,Swimming,Women's 4 x 100m Freestyle Relay,2,X 6
07/27,Fiji,Team,Rugby Sevens,Men,2,X 14
07/27,France,Team,Rugby Sevens,Men,1,X 13
07/27,South Africa,Team,Rugby Sevens,Men,3,X 13
07/27,China,Team,Swimming,Women's 4 x 100m Freestyle Relay,3,X 5
07/27,China,Team,Diving,Women's Synchronised 3m Springboard,1,X 2
07/27,United States,Team,Diving,Women's Synchronised 3m Springboard,2,X 2
07/27,China,Team,Shooting,10m Air Rifle Mixed Team,1,X 2
07/27,Kazakhstan,Team,Shooting,10m Air Rifle Mixed Team,3,X 2
07/27,South Korea,Team,Shooting,10m Air Rifle Mixed Team,2,X 2
07/27,Australia,Team,Swimming,Men's 4 x 100m Freestyle Relay,2,X 5
07/27,Italy,Team,Swimming,Men's 4 x 100m Freestyle Relay,3,X 6
07/27,United States,Team,Swimming,Men's 4 x 100m Freestyle Relay,1,X 6
07/27,Australia,Team,Swimming,Women's 4 x 100m Freestyle Relay,1,X 6
07/28,China,Team,Archery,Women's Team,2,X 3
07/28,South Korea,Team,Archery,Women's Team,1,X 3
07/28,Mexico,Team,Archery,Women's Team,3,X 3
07/29,Great Britain,Team,Diving,Men's Synchronised 10m Platform,2,X 2
07/29,Canada,Team,Diving,Men's Synchronised 10m Platform,3,X 2
07/29,China,Team,Diving,Men's Synchronised 10m Platform,1,X 2
07/29,Japan,Team,Equestrian,Eventing Team,3,X 4
07/29,Great Britain,Team,Equestrian,Eventing Team,1,X 4
07/29,France,Team,Equestrian,Eventing Team,2,X 4
07/29,South Korea,Team,Archery,Men's Team,1,X 3
07/29,Turkey,Team,Archery,Men's Team,3,X 3
07/29,France,Team,Archery,Men's Team,2,X 3
07/29,United States,Team,Artistic Gymnastics,Men's Team,3,X 5
07/29,Japan,Team,Artistic Gymnastics,Men's Team,1,X 5
07/29,China,Team,Artistic Gymnastics,Men's Team,2,X 5
07/30,Poland,Team,Fencing,Women's Épée Team,3,X 4
07/30,Turkey,Team,Shooting,10m Air Pistol Mixed Team,2,X 2
07/30,Serbia,Team,Shooting,10m Air Pistol Mixed Team,1,X 2
07/30,India,Team,Shooting,10m Air Pistol Mixed Team,3,X 2
07/30,DPR Korea,Team,Table Tennis,Mixed Doubles,2,X 2
07/30,South Korea,Team,Table Tennis,Mixed Doubles,3,X 2
07/30,China,Team,Table Tennis,Mixed Doubles,1,X 2
07/30,Canada,Team,Rugby Sevens,Women,2,X 14
07/30,Brazil,Team,Artistic Gymnastics,Women's Team,3,X 5
07/30,France,Team,Fencing,Women's Épée Team,2,X 4
07/30,United States,Team,Swimming,Men's 4 x 200m Freestyle Relay,2,X 7
07/30,Great Britain,Team,Swimming,Men's 4 x 200m Freestyle Relay,1,X 6
07/30,Australia,Team,Swimming,Men's 4 x 200m Freestyle Relay,3,X 6
07/30,Italy,Team,Fencing,Women's Épée Team,1,X 4
07/30,New Zealand,Team,Rugby Sevens,Women,1,X 12
07/30,United States,Team,Rugby Sevens,Women,3,X 12
07/30,Italy,Team,Artistic Gymnastics,Women's Team,2,X 5
07/30,United States,Team,Artistic Gymnastics,Women's Team,1,X 5
07/31,South Korea,Team,Fencing,Men's Sabre Team,1,X 4
07/31,Hungary,Team,Fencing,Men's Sabre Team,2,X 4
07/31,France,Team,Fencing,Men's Sabre Team,3,X 4
07/31,DPR Korea,Team,Diving,Women's Synchronised 10m Platform,2,X 2
07/31,Great Britain,Team,Diving,Women's Synchronised 10m Platform,3,X 2
07/31,China,Team,Diving,Women's Synchronised 10m Platform,1,X 2
07/31,Italy,Team,Rowing,Men's Quadruple Sculls,2,X 4
07/31,Netherlands,Team,Rowing,Men's Quadruple Sculls,1,X 4
07/31,Poland,Team,Rowing,Men's Quadruple Sculls,3,X 4
07/31,Netherlands,Team,Rowing,Women's Quadruple Sculls,2,X 4
07/31,Germany,Team,Rowing,Women's Quadruple Sculls,3,X 4
07/31,Great Britain,Team,Rowing,Women's Quadruple Sculls,1,X 4
08/01,Romania,Team,Rowing,Men's Double Sculls,1,X 2
08/01,New Zealand,Team,Rowing,Men's Four,2,X 4
08/01,Great Britain,Team,Rowing,Men's Four,3,X 4
08/01,Ireland,Team,Rowing,Men's Double Sculls,3,X 2
08/01,Great Britain,Team,Rowing,Women's Double Sculls,3,X 2
08/01,New Zealand,Team,Rowing,Women's Four,3,X 4
08/01,China,Team,Swimming,Women's 4 x 200m Freestyle Relay,3,X 6
08/01,Romania,Team,Rowing,Women's Double Sculls,2,X 2
08/01,New Zealand,Team,Rowing,Women's Double Sculls,1,X 2
08/01,Netherlands,Team,Rowing,Women's Four,1,X 4
08/01,Great Britain,Team,Rowing,Women's Four,2,X 4
08/01,United States,Team,Fencing,Women's Foil Team,1,X 4
08/01,Australia,Team,Swimming,Women's 4 x 200m Freestyle Relay,1,X 6
08/01,United States,Team,Rowing,Men's Four,1,X 4
08/01,Japan,Team,Fencing,Women's Foil Team,3,X 4
08/01,Netherlands,Team,Rowing,Men's Double Sculls,2,X 2
08/01,Italy,Team,Fencing,Women's Foil Team,2,X 4
08/01,United States,Team,Swimming,Women's 4 x 200m Freestyle Relay,2,X 7
08/02,China,Team,Diving,Men's Synchronised 3m Springboard,1,X 2
08/02,South Korea,Team,Archery,Mixed Team,1,X 2
08/02,United States,Team,Archery,Mixed Team,3,X 2
08/02,Czechia,Team,Tennis,Mixed Doubles,1,X 2
08/02,China,Team,Tennis,Mixed Doubles,2,X 2
08/02,Canada,Team,Tennis,Mixed Doubles,3,X 2
08/02,China,Team,Badminton,Mixed Doubles,1,X 2
08/02,Japan,Team,Badminton,Mixed Doubles,3,X 2
08/02,South Korea,Team,Badminton,Mixed Doubles,2,X 2
08/02,Sweden,Team,Sailing,Women's Skiff,2,X 2
08/02,Netherlands,Team,Sailing,Women's Skiff,1,X 2
08/02,France,Team,Sailing,Women's Skiff,3,X 2
08/02,United States,Team,Sailing,Men's Skiff,3,X 2
08/02,New Zealand,Team,Sailing,Men's Skiff,2,X 2
08/02,Spain,Team,Sailing,Men's Skiff,1,X 2
08/02,Romania,Team,Rowing,Lightweight Women's Double Sculls,2,X 2
08/02,Greece,Team,Rowing,Lightweight Women's Double Sculls,3,X 2
08/02,Great Britain,Team,Rowing,Lightweight Women's Double Sculls,1,X 2
08/02,Romania,Team,Rowing,Women's Pair,2,X 2
08/02,Netherlands,Team,Rowing,Women's Pair,1,X 2
08/02,Australia,Team,Rowing,Women's Pair,3,X 2
08/02,Great Britain,Team,Diving,Men's Synchronised 3m Springboard,3,X 2
08/02,Mexico,Team,Diving,Men's Synchronised 3m Springboard,2,X 2
08/02,France,Team,Equestrian,Jumping Team,3,X 4
08/02,Great Britain,Team,Equestrian,Jumping Team,1,X 4
08/02,United States,Team,Equestrian,Jumping Team,2,X 4
08/02,Italy,Team,Rowing,Lightweight Men's Double Sculls,2,X 2
08/02,Ireland,Team,Rowing,Lightweight Men's Double Sculls,1,X 2
08/02,Greece,Team,Rowing,Lightweight Men's Double Sculls,3,X 2
08/02,Czechia,Team,Fencing,Men's Épée Team,3,X 4
08/02,Hungary,Team,Fencing,Men's Épée Team,1,X 4
08/02,Japan,Team,Fencing,Men's Épée Team,2,X 4
08/02,Germany,Team,Archery,Mixed Team,2,X 2
08/02,Switzerland,Team,Rowing,Men's Pair,3,X 2
08/02,Great Britain,Team,Rowing,Men's Pair,2,X 2
08/02,Croatia,Team,Rowing,Men's Pair,1,X 2
08/03,Great Britain,Team,Rowing,Men's Eight,1,X 9
08/03,Great Britain,Team,Rowing,Women's Eight,3,X 9
08/03,Romania,Team,Rowing,Women's Eight,1,X 9
08/03,Netherlands,Team,Rowing,Men's Eight,2,X 9
08/03,Japan,Team,Badminton,Women's Doubles,3,X 2
08/03,China,Team,Badminton,Women's Doubles,1,X 2
08/03,China,Team,Badminton,Women's Doubles,2,X 2
08/03,United States,Team,Athletics,4 x 400m Relay Mixed,2,X 6
08/03,Netherlands,Team,Athletics,4 x 400m Relay Mixed,1,X 6
08/03,Great Britain,Team,Athletics,4 x 400m Relay Mixed,3,X 9
08/03,Australia,Team,Swimming,Mixed 4 x 100m Medley Relay,3,X 8
08/03,China,Team,Swimming,Mixed 4 x 100m Medley Relay,2,X 6
08/03,United States,Team,Swimming,Mixed 4 x 100m Medley Relay,1,X 8
08/03,Japan,Team,Fencing,Women's Sabre Team,3,X 4
08/03,South Korea,Team,Fencing,Women's Sabre Team,2,X 4
08/03,Germany,Team,Equestrian,Dressage Team,1,X 4
08/03,Great Britain,Team,Equestrian,Dressage Team,3,X 4
08/03,Ukraine,Team,Fencing,Women's Sabre Team,1,X 4
08/03,Australia,Team,Tennis,Men's Doubles,1,X 2
08/03,United States,Team,Tennis,Men's Doubles,3,X 2
08/03,Denmark,Team,Equestrian,Dressage Team,2,X 4
08/03,United States,Team,Rowing,Men's Eight,3,X 9
08/03,United States,Team,Tennis,Men's Doubles,2,X 2
08/03,Brazil,Team,Judo,Mixed Team,3,X 10
08/03,France,Team,Judo,Mixed Team,1,X 14
08/03,Canada,Team,Rowing,Women's Eight,2,X 9
08/03,Japan,Team,Judo,Mixed Team,2,X 14
08/03,South Korea,Team,Judo,Mixed Team,3,X 11
08/04,Individual Neutral Athletes,Team,Tennis,Women's Doubles,2,X 2
08/04,China,Team,Badminton,Men's Doubles,2,X 2
08/04,Malaysia,Team,Badminton,Men's Doubles,3,X 2
08/04,Chinese Taipei,Team,Badminton,Men's Doubles,1,X 2
08/04,France,Team,Fencing,Men's Foil Team,3,X 4
08/04,Italy,Team,Fencing,Men's Foil Team,2,X 4
08/04,Japan,Team,Fencing,Men's Foil Team,1,X 4
08/04,China,Team,Swimming,Men's 4 x 100m Medley Relay,1,X 5
08/04,France,Team,Swimming,Men's 4 x 100m Medley Relay,3,X 6
08/04,United States,Team,Swimming,Men's 4 x 100m Medley Relay,2,X 7
08/04,Australia,Team,Swimming,Women's 4 x 100m Medley Relay,2,X 8
08/04,China,Team,Swimming,Women's 4 x 100m Medley Relay,3,X 7
08/04,United States,Team,Swimming,Women's 4 x 100m Medley Relay,1,X 8
08/04,Spain,Team,Tennis,Women's Doubles,3,X 2
08/04,Italy,Team,Tennis,Women's Doubles,1,X 2
08/05,Italy,Team,Shooting,Skeet Mixed Team,1,X 2
08/05,Great Britain,Team,Cycling Track,Women's Team Sprint,1,X 4
08/05,United States,Team,Shooting,Skeet Mixed Team,2,X 2
08/05,Great Britain,Team,Triathlon,Mixed Relay,3,X 4
08/05,Germany,Team,Triathlon,Mixed Relay,1,X 4
08/05,United States,Team,Triathlon,Mixed Relay,2,X 4
08/05,France,Team,Basketball 3x3,Men,2,X 4
08/05,New Zealand,Team,Cycling Track,Women's Team Sprint,2,X 4
08/05,China,Team,Shooting,Skeet Mixed Team,3,X 2
08/05,Germany,Team,Cycling Track,Women's Team Sprint,3,X 4
08/05,United States,Team,Basketball 3x3,Women,3,X 4
08/05,Germany,Team,Basketball 3x3,Women,1,X 4
08/05,Spain,Team,Basketball 3x3,Women,2,X 4
08/05,Netherlands,Team,Basketball 3x3,Men,1,X 4
08/05,Lithuania,Team,Basketball 3x3,Men,3,X 4
08/06,Great Britain,Team,Cycling Track,Men's Team Sprint,2,X 4
08/06,Australia,Team,Cycling Track,Men's Team Sprint,3,X 4
08/06,Netherlands,Team,Cycling Track,Men's Team Sprint,1,X 4
08/07,New Zealand,Team,Cycling Track,Women's Team Pursuit,2,X 5
08/07,Australia,Team,Athletics,Marathon Race Walk Relay Mixed,3,X 2
08/07,Australia,Team,Cycling Track,Men's Team Pursuit,1,X 5
08/07,United States,Team,Cycling Track,Women's Team Pursuit,1,X 6
08/07,Great Britain,Team,Cycling Track,Women's Team Pursuit,3,X 6
08/07,Italy,Team,Cycling Track,Men's Team Pursuit,3,X 5
08/07,Ecuador,Team,Athletics,Marathon Race Walk Relay Mixed,2,X 2
08/07,China,Team,Artistic Swimming,Team,1,X 9
08/07,Spain,Team,Athletics,Marathon Race Walk Relay Mixed,1,X 2
08/07,Great Britain,Team,Cycling Track,Men's Team Pursuit,2,X 6
08/07,Spain,Team,Artistic Swimming,Team,3,X 9
08/07,United States,Team,Artistic Swimming,Team,2,X 9
08/08,Sweden,Team,Sailing,Mixed Dinghy,3,X 2
08/08,Italy,Team,Sailing,Mixed Multihull,1,X 2
08/08,New Zealand,Team,Sailing,Mixed Multihull,3,X 2
08/08,Italy,Team,Canoe Sprint,Men's Canoe Double 500m,2,X 2
08/08,Spain,Team,Canoe Sprint,Men's Canoe Double 500m,3,X 2
08/08,China,Team,Canoe Sprint,Men's Canoe Double 500m,1,X 2
08/08,India,Team,Hockey,Men,3,X 16
08/08,Morocco,Team,Football,Men,3,X 19
08/08,Netherlands,Team,Hockey,Men,1,X 18
08/08,Germany,Team,Hockey,Men,2,X 18
08/08,New Zealand,Team,Canoe Sprint,Women's Kayak Four 500m,1,X 4
08/08,Hungary,Team,Canoe Sprint,Women's Kayak Four 500m,3,X 4
08/08,Germany,Team,Canoe Sprint,Women's Kayak Four 500m,2,X 4
08/08,Germany,Team,Canoe Sprint,Men's Kayak Four 500m,1,X 4
08/08,Spain,Team,Canoe Sprint,Men's Kayak Four 500m,3,X 4
08/08,Australia,Team,Canoe Sprint,Men's Kayak Four 500m,2,X 4
08/08,Austria,Team,Sailing,Mixed Dinghy,1,X 2
08/08,Japan,Team,Sailing,Mixed Dinghy,2,X 2
08/08,Argentina,Team,Sailing,Mixed Multihull,2,X 2
08/09,Canada,Team,Athletics,Men's 4 x 100m Relay,1,X 6
08/09,United States,Team,Athletics,Women's 4 x 100m Relay,1,X 6
08/09,Germany,Team,Athletics,Women's 4 x 100m Relay,3,X 5
08/09,Great Britain,Team,Athletics,Women's 4 x 100m Relay,2,X 6
08/09,Netherlands,Team,Cycling Track,Women's Madison,3,X 2
08/09,Italy,Team,Cycling Track,Women's Madison,1,X 2
08/09,Great Britain,Team,Cycling Track,Women's Madison,2,X 2
08/09,China,Team,Table Tennis,Men's Team,1,X 3
08/09,France,Team,Table Tennis,Men's Team,3,X 3
08/09,Sweden,Team,Table Tennis,Men's Team,2,X 3
08/09,South Africa,Team,Athletics,Men's 4 x 100m Relay,2,X 5
08/09,Great Britain,Team,Athletics,Men's 4 x 100m Relay,3,X 5
08/09,Germany,Team,Football,Women,3,X 20
08/09,New Zealand,Team,Canoe Sprint,Women's Kayak Double 500m,1,X 2
08/09,Hungary,Team,Canoe Sprint,Women's Kayak Double 500m,2,X 2
08/09,Hungary,Team,Canoe Sprint,Women's Kayak Double 500m,3,X 2
08/09,Germany,Team,Canoe Sprint,Women's Kayak Double 500m,3,X 2
08/09,Ukraine,Team,Canoe Sprint,Women's Canoe Double 500m,2,X 2
08/09,China,Team,Canoe Sprint,Women's Canoe Double 500m,1,X 2
08/09,Canada,Team,Canoe Sprint,Women's Canoe Double 500m,3,X 2
08/09,Hungary,Team,Canoe Sprint,Men's Kayak Double 500m,2,X 2
08/09,Germany,Team,Canoe Sprint,Men's Kayak Double 500m,1,X 2
08/09,Australia,Team,Canoe Sprint,Men's Kayak Double 500m,3,X 2
08/09,Argentina,Team,Hockey,Women,3,X 16
08/09,Netherlands,Team,Hockey,Women,1,X 17
08/09,France,Team,Football,Men,2,X 21
08/09,China,Team,Hockey,Women,2,X 17
08/09,Spain,Team,Football,Men,1,X 22
08/09,United States,Team,Volleyball,Men,3,X 13
08/09,Switzerland,Team,Beach Volleyball,Women,3,X 2
08/09,Canada,Team,Beach Volleyball,Women,2,X 2
08/09,Brazil,Team,Beach Volleyball,Women,1,X 2
08/10,France,Team,Handball,Women,2,X 17
08/10,Italy,Team,Rhythmic Gymnastics,Group All-Around,3,X 5
08/10,Israel,Team,Rhythmic Gymnastics,Group All-Around,2,X 5
08/10,China,Team,Rhythmic Gymnastics,Group All-Around,1,X 5
08/10,United States,Team,Football,Women,1,X 20
08/10,Brazil,Team,Football,Women,2,X 22
08/10,Portugal,Team,Cycling Track,Men's Madison,1,X 2
08/10,Italy,Team,Cycling Track,Men's Madison,2,X 2
08/10,Denmark,Team,Cycling Track,Men's Madison,3,X 2
08/10,China,Team,Artistic Swimming,Duet,1,X 2
08/10,Great Britain,Team,Artistic Swimming,Duet,2,X 2
08/10,Netherlands,Team,Artistic Swimming,Duet,3,X 2
08/10,United States,Team,Basketball,Men,1,X 12
08/10,Serbia,Team,Basketball,Men,3,X 12
08/10,France,Team,Basketball,Men,2,X 12
08/10,Australia,Team,Water Polo,Women,2,X 13
08/10,United States,Team,Athletics,Women's 4 x 400m Relay,1,X 6
08/10,Netherlands,Team,Athletics,Women's 4 x 400m Relay,2,X 5
08/10,Great Britain,Team,Athletics,Women's 4 x 400m Relay,3,X 8
08/10,Spain,Team,Water Polo,Women,1,X 13
08/10,Netherlands,Team,Water Polo,Women,3,X 13
08/10,United States,Team,Athletics,Men's 4 x 400m Relay,1,X 7
08/10,Great Britain,Team,Athletics,Men's 4 x 400m Relay,3,X 6
08/10,Botswana,Team,Athletics,Men's 4 x 400m Relay,2,X 6
08/10,China,Team,Table Tennis,Women's Team,1,X 3
08/10,Japan,Team,Table Tennis,Women's Team,2,X 3
08/10,South Korea,Team,Table Tennis,Women's Team,3,X 3
08/10,Germany,Team,Beach Volleyball,Men,2,X 2
08/10,Norway,Team,Beach Volleyball,Men,3,X 2
08/10,Sweden,Team,Beach Volleyball,Men,1,X 2
08/10,France,Team,Volleyball,Men,1,X 13
08/10,Poland,Team,Volleyball,Men,2,X 13
08/10,Brazil,Team,Volleyball,Women,3,X 13
08/10,Norway,Team,Handball,Women,1,X 15
08/10,Denmark,Team,Handball,Women,3,X 15
08/11,Spain,Team,Handball,Men,3,X 15
08/11,Italy,Team,Volleyball,Women,1,X 13
08/11,Germany,Team,Handball,Men,2,X 16
08/11,United States,Team,Water Polo,Men,3,X 13
08/11,Australia,Team,Basketball,Women,3,X 12
08/11,France,Team,Basketball,Women,2,X 12
08/11,United States,Team,Basketball,Women,1,X 12
08/11,Serbia,Team,Water Polo,Men,1,X 13
08/11,Croatia,Team,Water Polo,Men,2,X 13
08/11,United States,Team,Volleyball,Women,2,X 13
08/11,Denmark,Team,Handball,Men,1,X 16
